台灣頻道,#genre#
八大精彩,https://tv.iill.top/litv/4gtv-4gtv034&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
八大綜藝,https://tv.iill.top/litv/4gtv-4gtv039&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中視,https://tv.iill.top/litv/4gtv-4gtv040&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
華視,https://tv.iill.top/litv/4gtv-4gtv041&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
公視戲劇,https://tv.iill.top/litv/4gtv-4gtv042&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
客家電視,https://tv.iill.top/litv/4gtv-4gtv043&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天卡通,https://tv.iill.top/litv/4gtv-4gtv044&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖洋戲劇,https://tv.iill.top/litv/4gtv-4gtv045&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天綜合,https://tv.iill.top/litv/4gtv-4gtv046&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天日本,https://tv.iill.top/litv/4gtv-4gtv047&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
非凡商業,https://tv.iill.top/litv/4gtv-4gtv048&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
采昌影劇,https://tv.iill.top/litv/4gtv-4gtv049&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
華視新聞,https://tv.iill.top/litv/4gtv-4gtv052&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Ginx TV 電競頻道,https://tv.iill.top/litv/4gtv-4gtv053&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天歡樂,https://tv.iill.top/litv/4gtv-4gtv054&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天映畫,https://tv.iill.top/litv/4gtv-4gtv055&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
台視財經,https://tv.iill.top/litv/4gtv-4gtv056&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖洋卡通,https://tv.iill.top/litv/4gtv-4gtv057&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天戲劇,https://tv.iill.top/litv/4gtv-4gtv058&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Classica 古典樂,https://tv.iill.top/litv/4gtv-4gtv059&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天電影,https://tv.iill.top/litv/4gtv-4gtv061&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天育樂,https://tv.iill.top/litv/4gtv-4gtv062&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天國際,https://tv.iill.top/litv/4gtv-4gtv063&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中視菁采,https://tv.iill.top/litv/4gtv-4gtv064&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
靖天資訊,https://tv.iill.top/litv/4gtv-4gtv065&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
台視,https://tv.iill.top/litv/4gtv-4gtv066&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 精采,https://tv.iill.top/litv/4gtv-4gtv067&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 歡樂,https://tv.iill.top/litv/4gtv-4gtv068&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
愛爾達娛樂,https://tv.iill.top/litv/4gtv-4gtv070&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 新聞,https://tv.iill.top/litv/4gtv-4gtv072&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS,https://tv.iill.top/litv/4gtv-4gtv073&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
鏡電視新聞,https://tv.iill.top/litv/4gtv-4gtv075&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
亞洲旅遊,https://tv.iill.top/litv/4gtv-4gtv076&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Trace Sports,https://tv.iill.top/litv/4gtv-4gtv077&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Arirang TV,https://tv.iill.top/litv/4gtv-4gtv079&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中視經典,https://tv.iill.top/litv/4gtv-4gtv080&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Trace Urban,https://tv.iill.top/litv/4gtv-4gtv082&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Mezzo Live,https://tv.iill.top/litv/4gtv-4gtv083&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
國會頻道 1,https://tv.iill.top/litv/4gtv-4gtv084&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
國會頻道 2,https://tv.iill.top/litv/4gtv-4gtv085&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
智林體育,https://tv.iill.top/litv/4gtv-4gtv101&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
第1商業,https://tv.iill.top/litv/4gtv-4gtv104&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中天亞洲,https://tv.iill.top/litv/4gtv-4gtv109&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Pet Club TV,https://tv.iill.top/litv/4gtv-4gtv110&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森財經,https://tv.iill.top/litv/4gtv-4gtv153&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
寰宇新聞台灣,https://tv.iill.top/litv/4gtv-4gtv156&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
寰宇財經,https://tv.iill.top/litv/4gtv-4gtv158&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
VOA 美國之音,https://tv.iill.top/litv/litv-ftv03&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視旅遊,https://tv.iill.top/litv/litv-ftv07&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視影劇,https://tv.iill.top/litv/litv-ftv09&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
MCE 我的歐洲電影,https://tv.iill.top/litv/litv-ftv10&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視新聞,https://tv.iill.top/litv/litv-ftv13&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
影迷數位紀實,https://tv.iill.top/litv/litv-ftv15&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
好消息,https://tv.iill.top/litv/litv-ftv16&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
好消息 2,https://tv.iill.top/litv/litv-ftv17&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華卡通,https://tv.iill.top/litv/litv-longturn01&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華洋片,https://tv.iill.top/litv/litv-longturn02&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華電影,https://tv.iill.top/litv/litv-longturn03&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯魅力,https://tv.iill.top/litv/litv-longturn04&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯高球 一,https://tv.iill.top/litv/litv-longturn05&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯高球 二,https://tv.iill.top/litv/litv-longturn06&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯運動 一,https://tv.iill.top/litv/litv-longturn07&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯運動 二,https://tv.iill.top/litv/litv-longturn08&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯網球,https://tv.iill.top/litv/litv-longturn09&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯無限 一,https://tv.iill.top/litv/litv-longturn10&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華日韓,https://tv.iill.top/litv/litv-longturn11&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華偶像,https://tv.iill.top/litv/litv-longturn12&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯無限 二,https://tv.iill.top/litv/litv-longturn13&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
寰宇新聞,https://tv.iill.top/litv/litv-longturn14&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華戲劇,https://tv.iill.top/litv/litv-longturn18&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Smart 知識,https://tv.iill.top/litv/litv-longturn19&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
ELTA生活英語,https://tv.iill.top/litv/litv-longturn20&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
龍華經典,https://tv.iill.top/litv/litv-longturn21&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
台灣戲劇,https://tv.iill.top/litv/litv-longturn22&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
大愛電視,https://tv.iill.top/4gtv/4gtv-live007&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
人間衛視,https://tv.iill.top/4gtv/4gtv-live008&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
戲劇免費看,https://tv.iill.top/4gtv/4gtv-live010&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Fun 探索娛樂,https://tv.iill.top/4gtv/4gtv-live011&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
滾動力 Rollor,https://tv.iill.top/4gtv/4gtv-live012&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
原住民族電視,https://tv.iill.top/4gtv/4gtv-live014&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
DreamWorks 夢工廠動畫,https://tv.iill.top/4gtv/4gtv-live017&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
經典電影,https://tv.iill.top/4gtv/4gtv-live021&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
經典卡通,https://tv.iill.top/4gtv/4gtv-live022&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
精選動漫,https://tv.iill.top/4gtv/4gtv-live024&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
MTV Live HD 音樂頻道,https://tv.iill.top/4gtv/4gtv-live025&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
History 歷史頻道,https://tv.iill.top/4gtv/4gtv-live026&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
CI 罪案偵查頻道,https://tv.iill.top/4gtv/4gtv-live027&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Lifetime 娛樂頻道,https://tv.iill.top/4gtv/4gtv-live029&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
LiveABC 互動英語,https://tv.iill.top/4gtv/4gtv-live030&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
電影原聲 CMusic,https://tv.iill.top/4gtv/4gtv-live031&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Nick Jr. 兒童頻道,https://tv.iill.top/4gtv/4gtv-live032&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森購物 二,https://tv.iill.top/4gtv/4gtv-live046&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森購物 一,https://tv.iill.top/4gtv/4gtv-live047&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森購物 三,https://tv.iill.top/4gtv/4gtv-live048&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森購物 四,https://tv.iill.top/4gtv/4gtv-live049&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
新唐人亞太,https://tv.iill.top/4gtv/4gtv-live050&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Bloomberg TV,https://tv.iill.top/4gtv/4gtv-live059&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
SBN 全球財經,https://tv.iill.top/4gtv/4gtv-live060&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
CinemaWorld,https://tv.iill.top/4gtv/4gtv-live069&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
DW德國之聲,https://tv.iill.top/4gtv/4gtv-live071&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Rock Entertainment,https://tv.iill.top/4gtv/4gtv-live080&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 綜藝,https://tv.iill.top/4gtv/4gtv-live087&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 台劇,https://tv.iill.top/4gtv/4gtv-live088&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
三立新聞iNEWS,https://tv.iill.top/4gtv/4gtv-live089&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
INULTRA,https://tv.iill.top/4gtv/4gtv-live096&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Nickelodeon,https://tv.iill.top/4gtv/4gtv-live105&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
大愛電視 2,https://tv.iill.top/4gtv/4gtv-live106&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
MOMO 親子,https://tv.iill.top/4gtv/4gtv-live107&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Global Trekker 探索世界,https://tv.iill.top/4gtv/4gtv-live112&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
愛爾達生活旅遊,https://tv.iill.top/4gtv/4gtv-live120&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
LUXE TV,https://tv.iill.top/4gtv/4gtv-live121&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TV5MONDE Style 生活時尚,https://tv.iill.top/4gtv/4gtv-live122&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
MagellanTV (麥哲倫頻道),https://tv.iill.top/4gtv/4gtv-live123&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
CNBC Asia 財經,https://tv.iill.top/4gtv/4gtv-live130&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Rock Action,https://tv.iill.top/4gtv/4gtv-live138&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
金光布袋戲,https://tv.iill.top/4gtv/4gtv-live144&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
霹靂布袋戲,https://tv.iill.top/4gtv/4gtv-live145&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
FRANCE24,https://tv.iill.top/4gtv/4gtv-live146&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
半島國際新聞,https://tv.iill.top/4gtv/4gtv-live157&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
NHK 新聞資訊,https://tv.iill.top/4gtv/4gtv-live168&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
車迷 TV,https://tv.iill.top/4gtv/4gtv-live201&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
幸福空間居家,https://tv.iill.top/4gtv/4gtv-live206&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
三立綜合,https://tv.iill.top/4gtv/4gtv-live207&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
Love Nature,https://tv.iill.top/4gtv/4gtv-live208&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
HITS 頻道,https://tv.iill.top/4gtv/4gtv-live620&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
新聞,#genre#
三立新聞iNEWS,https://tv.iill.top/4gtv/4gtv-live089&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
半島國際新聞,https://tv.iill.top/4gtv/4gtv-live157&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
NHK 新聞資訊,https://tv.iill.top/4gtv/4gtv-live168&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中天新聞,https://tv.iill.top/litv/4gtv-4gtv009&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
非凡新聞,https://tv.iill.top/litv/4gtv-4gtv010&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
台視新聞,https://tv.iill.top/litv/4gtv-4gtv051&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
華視新聞,https://tv.iill.top/litv/4gtv-4gtv052&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
TVBS 新聞,https://tv.iill.top/litv/4gtv-4gtv072&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
中視新聞,https://tv.iill.top/litv/4gtv-4gtv074&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
鏡電視新聞,https://tv.iill.top/litv/4gtv-4gtv075&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
東森新聞,https://tv.iill.top/litv/4gtv-4gtv152&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
寰宇新聞台灣,https://tv.iill.top/litv/4gtv-4gtv156&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視新聞,https://tv.iill.top/litv/litv-ftv13&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
寰宇新聞,https://tv.iill.top/litv/litv-longturn14&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
運動,#genre#
智林體育,https://tv.iill.top/litv/4gtv-4gtv101&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯魅力,https://tv.iill.top/litv/litv-longturn04&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯高球 一,https://tv.iill.top/litv/litv-longturn05&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯高球 二,https://tv.iill.top/litv/litv-longturn06&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯運動 一,https://tv.iill.top/litv/litv-longturn07&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯運動 二,https://tv.iill.top/litv/litv-longturn08&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯網球,https://tv.iill.top/litv/litv-longturn09&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯無限 一,https://tv.iill.top/litv/litv-longturn10&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
博斯無限 二,https://tv.iill.top/litv/litv-longturn13&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視,#genre#
民視台灣,https://tv.iill.top/litv/4gtv-4gtv001&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視,https://tv.iill.top/litv/4gtv-4gtv002&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視第一,https://tv.iill.top/litv/4gtv-4gtv003&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視綜藝,https://tv.iill.top/litv/4gtv-4gtv004&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視旅遊,https://tv.iill.top/litv/litv-ftv07&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視影劇,https://tv.iill.top/litv/litv-ftv09&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
民視新聞,https://tv.iill.top/litv/litv-ftv13&token=7dc56b7836ba34da0801979f53829b41b766cbd8791cafa0fb887c09c5dd03f0
